"","n","beta","a","sd","wt_stat","wt_conclusion"
"65",257,0.680853493046016,-1.42070061034756,3.64884734116319,0.74829914400002,0
"66",444,0.731819381122477,3.13710212473525,5.16767433282646,0.135193427223176,0
"67",435,0.970117492368445,1.82003214858705,3.56085500353261,0.0528487579996219,0
"68",162,0.838314607273787,-1.89762867782265,3.5472744243887,4.71106280318609,0
"69",438,0.651009770575911,2.78719192300923,4.43419200071914,0.241455367587538,0
"70",396,0.702563297236338,-1.07186633936362,3.26227432901139,1.73327102841044,0
"71",404,0.9341524731135,4.40775739882374,5.6745441955064,0.086527963184607,0
"72",205,0.756578149972484,1.52165960600832,3.28368773440666,0.0138304046580906,0
"73",357,0.645016153692268,0.183753711078316,2.75416891971395,4.40875285657703,0
"74",472,0.899068868951872,2.20514724887907,4.03133455409268,5.74821029916588,0
"75",137,0.517277637147345,-1.64803329148563,3.25792789024146,0.654307236881581,0
"76",177,0.512650968157686,-2.3496790049132,4.05102390801855,0.733676605878937,0
"77",469,0.726885882089846,-1.80819272450171,4.18749711749249,2.32182302248194,0
"78",179,0.664089872501791,-2.85776822235202,3.99733410699203,2.7510328195773,0
"79",483,0.546873056446202,-2.10686980792088,3.57436172807185,2.97100466235831,0
"80",463,0.879816095344722,-0.69749902713811,3.16595127518956,5.37735925756086,0
"81",225,0.920346574625,-1.42955591314239,3.53315015221347,2.65837322930761,0
"82",276,0.928263015579432,-2.93668810699601,4.1634257793556,1.0924331717634,0
"83",125,0.736515562399291,-3.73483621359337,4.84565774528305,3.39949436750037,0
"84",307,0.548457417055033,0.266438605915755,2.45795142155182,2.64584546198097,0
"85",287,0.883009213255718,1.71277037999826,4.60224537482787,1.15844049880218,0
"86",149,0.60208034561947,2.93265483933501,4.35467953433274,0.796354609823406,0
"87",146,0.759969133068807,-2.22165418278892,4.32366677504449,4.01211027751528,0
"88",342,0.676647849264555,-1.27171989758499,3.71280560355913,0.422796099201817,0
"89",216,0.57311090757139,0.0591671286616474,3.33638442057352,0.128077138829828,0
"90",118,0.725783994887024,1.18614882766269,3.92842234145801,4.54941338810986,0
"91",449,0.788593078148551,-1.07142752975924,3.89484195914883,0.50444889809658,0
"92",367,0.561448269756511,4.17454598492477,4.99301240093756,1.60808328119108,0
"93",442,0.870687795919366,3.96111933230422,6.07475724447357,0.356857644022454,0
"94",335,0.620060315006413,2.07996597273741,4.31995641643295,1.33282801163698,0
"95",109,0.966856923652813,-3.85055326545844,4.56570560380933,1.99742566770852,0
"96",250,0.606862331856973,4.39672776632942,5.97377455175962,3.43772415694788,0
"97",135,0.70965864462778,4.77369783603353,6.84268749658856,1.7139105698123,0
"98",108,0.788991544628516,2.03854050990194,3.63532869142784,0.514962910170777,0
"99",216,0.937231547548436,-0.338019073707983,3.7707207919501,0.374204073131614,0
"100",376,0.562498331302777,0.87788173945155,3.194686333712,1.2115537245716,0
"101",252,0.664025137084536,-4.9549523646594,6.39485260823518,1.95364969933761,0
"102",475,0.705820041475818,-0.198198945645709,3.1474157898514,0.231449253899713,0
"103",401,0.789603627054021,2.985341175762,4.62700402212483,5.09278322281604,0
"104",326,0.946568556479178,0.624784326495137,2.9568760045297,7.90919947112661,1
"105",184,0.818130516912788,4.9540423541097,6.43156066033522,2.49432115283586,0
"106",397,0.571973826619796,3.88663480014075,5.50551805428993,6.09067044607566,1
"107",209,0.918738731881604,-1.36040757577866,3.82995556494694,0.572938457372074,0
"108",181,0.885661831242032,-2.42950395467924,4.61148161116886,1.22867241398613,0
"109",150,0.849560409784317,-1.65241885200376,3.90633956492729,0.972634888515156,0
"110",223,0.931643399177119,4.00952227376401,5.83452746047072,2.10070645524759,0
"111",198,0.996716354857199,-3.54580498904688,5.67546629382862,1.86766296581959,0
"112",105,0.694741713930853,4.13486993917031,4.81910948042027,2.01619263711538,0
"113",189,0.841422196943313,2.60121568078175,3.9022560032309,2.21507541729177,0
"114",400,0.941896673291922,2.97069266464096,5.22276520910282,1.35150069545127,0
"115",417,0.998679379816167,1.32071673868923,2.88099458458914,4.34540768724258,0
"116",188,0.888338553020731,2.18031200621044,3.20267331327079,2.53210287826948,0
"117",205,0.825939269154333,-0.254163553158287,2.6257909583249,0.145632589494617,0
"118",320,0.537098879809491,-3.5326190763386,5.22287336194489,1.78024771273959,0
"119",150,0.596394570544362,-4.71915149096167,6.38722804099704,0.0682582713514486,0
"120",283,0.82275857089553,2.64960474139079,4.48277080240349,0.312149769603486,0
"121",296,0.643325969926082,-1.88510179895675,3.83290067689336,1.17616180052464,0
"122",101,0.708870800328441,4.49044609118719,5.19689394693031,2.11076174570338,0
"123",465,0.683862950885668,-2.15962567422539,4.25519752823965,1.29168776055597,0
"124",357,0.805927937966771,-3.41237226860831,5.79922132222057,0.660253225259493,0
"125",110,0.74467960477341,0.290905152028427,2.42992831444771,1.10482208151487,0
"126",305,0.795857220422477,2.41371545852162,5.2403228097951,0.345145860475413,0
"127",237,0.814919318887405,0.0674126398283988,2.62484934845974,1.5680191908356,0
"128",141,0.82766300230287,-4.46669519605348,5.82019741804074,3.46862831625137,0
"129",153,0.938966102199629,4.31102501503192,4.78418023938575,1.90827429617748,0
"130",367,0.548995378194377,4.77005138471723,6.99663224532532,1.37586356261474,0
"131",202,0.818620451493189,2.55804941819515,4.9471312935449,3.18862637103354,0
"132",214,0.927752406918444,-2.89420343866805,4.01460694953982,1.97048753935724,0
"133",192,0.903191092889756,3.4024408783298,4.59264367326424,1.62623541233697,0
"134",385,0.824819726054557,-3.90801251466619,6.58755621027376,1.51813447094559,0
"135",209,0.841995495604351,-3.73225416329224,4.99262362342036,0.169843619243792,0
"136",447,0.877942944760434,4.46934719920391,5.87517459504453,3.85206022558925,0
"137",310,0.8995636011241,-2.70932569105644,4.73013022257953,2.68005454458687,0
"138",344,0.500977444695309,-3.11266917894827,4.5081928750946,1.07517897204751,0
"139",124,0.766415999503806,4.51461154938443,6.04226623836218,2.42474459490634,0
"140",468,0.837307444540784,1.7285170526593,3.82799336907242,1.05273667244117,0
"141",330,0.916680544381961,-3.21585283679888,5.59952225338812,1.97363232279711,0
"142",105,0.710566089721397,3.89255889345659,5.39174043905926,12.4730425103761,1
"143",255,0.677697305101901,-1.01011861837469,3.52574951559175,1.27957979189241,0
"144",229,0.692133272648789,0.291697317105718,3.5474805728346,0.717736644481886,0
"145",118,0.506692433147691,4.11902395572979,5.21747102293252,0.778733101262591,0
"146",132,0.869624812621623,-2.53764479003148,5.16072927080725,0.68369237483547,0
"147",366,0.571477536926977,-2.86111192728858,4.67549899927999,0.736033691972739,0
"148",259,0.991595998639241,-4.64726677506696,5.48041138403281,0.648676487558144,0
"149",452,0.560403335257433,-3.51410610363819,5.18693652245221,4.03160469533886,0
"150",422,0.56757304945495,0.495058294548653,3.06600565407482,0.284809110819856,0
"151",172,0.906388565665111,4.6170087678358,6.13426485088828,3.52987624260934,0
"152",331,0.533314639003947,3.75024183614878,6.10862122180271,0.32794345123497,0
"153",431,0.723280409933068,-2.20813854570733,3.43631672647512,5.01969088500702,0
"154",486,0.57361242279876,4.57421826900682,6.65374083714312,0.000266628405191557,0
"155",142,0.654247900936753,-0.258583986375015,2.90867823542523,0.0737295094537971,0
"156",459,0.535357530461624,4.7033518753713,6.22451825133621,2.00138844582585,0
"157",392,0.746825685841031,-1.3591973036644,3.11505017025013,1.53317608115231,0
"158",263,0.780398548697121,-4.2697705584229,5.66432302519407,2.09396245993062,0
"159",456,0.819634147803299,0.68614795798203,3.57839174761632,3.4628201661087,0
"160",131,0.626109294011258,4.86966298472835,6.73646388143017,2.91753887536104,0
"161",388,0.98845670290757,-2.38827855519485,4.76906453130315,0.22721651065889,0
"162",116,0.625246325158514,-2.19846810712479,3.58438172982542,0.595782258402144,0
"163",340,0.533378921682015,0.628752455348149,3.56641790278995,0.271048845191462,0
"164",400,0.628497183322906,-1.97123454314424,3.99852911456275,2.28300006264552,0
"165",477,0.644842049921863,4.37490606396459,6.29743294525156,0.725381875569484,0
"166",209,0.759034430142492,-3.89938556131674,5.60242269076652,1.40097978334829,0
"167",448,0.582121013430879,-4.94302224827698,7.10245303475406,2.35877054286665,0
"168",244,0.743265348253772,3.49772852763999,5.97708988015436,1.28978012026633,0
"169",232,0.954025125829503,-3.91663236047607,4.63052534658184,1.60072014270341,0
"170",109,0.901271674549207,1.9617638751748,3.82965879028521,1.97526990856492,0
"171",397,0.738239116268232,-0.904482579312753,3.06288440452055,0.368751282729329,0
"172",408,0.660972979385406,2.18392861669417,4.95154770695076,11.3545165817098,1
"173",292,0.991660164087079,2.23741130642593,3.47154926742868,1.2623857256464,0
"174",244,0.559618618572131,0.436527504515834,3.71680675549243,0.431912325355101,0
"175",417,0.747302092728205,4.07649730831618,6.57489287815522,0.391317152095279,0
"176",221,0.751244922401384,-0.0570227389107458,2.31503956298848,2.08476795206534,0
"177",380,0.725499421940185,-2.82198835184099,4.50198144789823,0.660172367860218,0
"178",208,0.768827206105925,3.7474498235737,6.01161836257663,0.998039290862548,0
"179",237,0.577311769360676,-3.277413094847,5.32261605864232,1.88237507190035,0
"180",213,0.925885896314867,-0.36194325358374,2.83637467071212,4.40824279577016,0
"181",236,0.741995733231306,2.06624134840677,3.17837666095004,0.128058645573028,0
"182",258,0.957718806923367,-2.23822163739242,4.56479390279612,7.12400356035247,1
"183",413,0.892681763041764,1.55657712463289,3.55047584760311,0.96103998635978,0
"184",370,0.970974615309387,3.24792169920402,5.00027574295511,1.02336764863969,0
"185",170,0.783889663754962,-3.90899752376135,4.86299556656216,4.46274884302068,0
"186",387,0.631407529115677,-3.30364826695295,6.2410030286441,0.991180304051388,0
"187",486,0.637564380653203,-4.87005028397543,7.61564454941722,8.94795759293521,1
"188",431,0.599364699213766,2.34696291519795,3.89725817854422,2.50546751439982,0
"189",428,0.678988021332771,-0.380895625974517,3.46603634296741,5.31492304235164,0
"190",465,0.591459934832528,-4.71933093472617,6.71891448456295,2.15718424081938,0
"191",495,0.786128893028945,-1.4671187584172,3.43469645704639,5.76639533277516,0
"192",369,0.706312096794136,3.37220951947384,5.63484116052768,0.680646726567477,0
"193",242,0.645800460595638,-2.62325797273079,4.61203034426867,4.30112688920521,0
"194",278,0.885541571769863,-4.37315389929572,5.76608015775721,4.38445034504898,0
"195",217,0.855526592000388,-3.46451940244297,4.7973461000349,0.756717388170221,0
"196",119,0.709519378608093,-4.52656201451318,6.44302445399479,1.99181367567348,0
"197",339,0.716426504892297,4.14982095464366,5.42840545746786,4.2120877825808,0
"198",357,0.935607981402427,-0.873192442546133,3.05942876928623,3.0815777360158,0
"199",489,0.608383908052929,3.92423055538675,5.75214754219106,2.01528828052502,0
"200",238,0.971037021023221,-0.671321179810911,2.66531713985323,0.965042690322274,0
"201",207,0.546689251670614,-4.81575153068407,7.12399633731075,0.779263216730217,0
"202",159,0.964240107918158,-2.07152703438187,2.92127459932379,2.13980622168746,0
"203",173,0.733105054241605,4.55954964425182,5.91631771950416,0.502612061068107,0
"204",480,0.669238219270483,1.66188382310793,3.59726184575638,1.55995066207995,0
"205",308,0.573038128321059,3.72066171785118,5.52873048896377,3.07420334822067,0
"206",124,0.576906001311727,-3.56713603722164,5.48295309966117,0.847376939209593,0
"207",229,0.904442188562825,-3.17513961927034,5.11937623711218,1.39825781406874,0
"208",233,0.860832160338759,1.24407643572195,3.85624429821867,4.09057632765105,0
"209",452,0.538130026310682,1.11869810658973,3.13796207149934,4.31698573075319,0
"210",383,0.894013316137716,1.38096035586204,3.22131691383,0.314425659871015,0
"211",152,0.710578044177964,0.546891081973445,2.81484366611055,2.20213116576431,0
"212",247,0.679897106834687,-4.86550667261472,5.68197941441759,0.154906891070202,0
"213",432,0.607107148971409,4.04887367426418,5.41163091498918,10.8763676429528,1
"214",455,0.828093792661093,-0.079689281899482,2.97389684179407,1.0200339011612,0
"215",385,0.679877312621102,3.11413278811378,4.73071895025154,1.58870637767425,0
"216",191,0.939055692055263,2.05448426206131,3.47359693450148,1.25481007146434,0
"217",190,0.58769415365532,-4.79485883110901,6.40854503983312,0.253915888501173,0
"218",139,0.783077175845392,-0.515426634729374,2.57638777824063,2.47201143835577,0
"219",371,0.965950421988964,-1.01993071101606,3.27729322101185,0.0897655195449255,0
"220",428,0.639646518742666,-2.36691172037972,4.42000037007666,1.81239920823767,0
"221",134,0.945798888686113,1.93897041414166,4.50298203069756,1.7821845355821,0
"222",387,0.695549599360675,0.703248785773758,3.1975809455767,3.57775280710133,0
"223",425,0.622674768092111,-3.958987829939,5.33858926392387,0.582898906443022,0
"224",258,0.638793913414702,1.07183339251205,4.12106482502705,5.15153973046801,0
"225",178,0.535373212653212,1.86540608995128,3.74778192603212,2.62474867783072,0
"226",488,0.903361897682771,-1.71732276543044,3.8206348682824,4.56386878827727,0
"227",324,0.870734784984961,1.62060437082546,2.89788922816603,3.25140754342329,0
"228",188,0.748474829597399,2.1075538950623,4.02009923924054,4.2297237485728,0
"229",158,0.934769621817395,3.89777211525943,5.23481538460542,0.891754167435507,0
"230",356,0.984873258275911,2.67166605554521,4.75482808166757,1.00583357955468,0
"231",151,0.890671098721214,1.62825162124354,3.79903141377717,0.683716225450831,0
"232",318,0.736915648332797,-1.12828722855775,3.69933788530981,1.34424403487617,0
"233",374,0.961630688863806,-1.03769659337122,2.8825157317289,8.97449457140579,1
"234",179,0.998402353608981,-0.52564103116747,3.30313422076885,2.51707409907377,0
"235",219,0.579569245339371,-1.29770379563561,4.04995074960452,2.80296916264564,0
"236",407,0.876104518654756,-2.18710226392141,4.33331711900709,4.37892323935387,0
"237",127,0.71724958170671,-4.59275960386731,6.28451509415642,0.0478431102936209,0
"238",264,0.87848770164419,-1.23067694761558,2.85745247702191,6.81134791076589,1
"239",320,0.872424745932221,3.70007035398157,5.05961574995252,0.406338956592064,0
"240",106,0.658843110781163,4.30896550085163,4.84550359468702,0.949010966253576,0
"241",332,0.79931131831836,4.54222172094742,7.20000248209547,0.441213219393933,0
"242",246,0.613782145548612,3.41684624175541,5.79740001555847,0.0454735404395117,0
"243",205,0.853225485421717,-0.946922580897808,2.88788189278687,0.420858830345113,0
"244",157,0.987312339246273,3.69402995725395,5.52812277143671,1.12291901650889,0
"245",490,0.798200009623542,0.960074239806272,3.4440516767685,4.25440902508671,0
"246",414,0.820267698145472,4.10649349601008,5.87111030636775,1.29577909101329,0
"247",198,0.766940766829066,-0.851765545736998,3.68348180304899,3.23349014129555,0
"248",334,0.717285480699502,0.119249912828673,2.87974335376448,0.260523020012574,0
"249",468,0.928539851796813,0.90425381611567,3.04996832163427,2.8261292896377,0
"250",379,0.969127800315619,-4.41724662914639,6.35636901728853,0.593611145184963,0
"251",460,0.7168280093465,-3.11959210573696,5.57564610721097,2.10177517278499,0
"252",384,0.731308394810185,-4.5830898291315,5.83076918311518,3.07118932838658,0
"253",308,0.708187912823632,-1.54387570248218,4.06454889359242,1.18300317819849,0
"254",446,0.958992368774489,-4.50085317951161,6.21746601514597,0.377722979134174,0
"255",416,0.906497938442044,-3.2543044310878,5.05004844664404,0.732768429244409,0
"256",449,0.70604530419223,-1.00170711325482,3.05190132842156,2.97211393155879,0
"257",372,0.740553747164086,-3.37418832671829,5.0862577068994,5.41610539485602,0
"258",160,0.846455084276386,3.15788723503938,4.94536114047266,1.28090695185474,0
"259",147,0.730017740628682,2.61462140628137,3.26331060495018,1.34392827890582,0
"260",236,0.773437320720404,3.04675026922487,4.86165869085077,12.3358191818123,1
"261",229,0.913722175289877,-1.76496008300455,3.4593231064366,0.769812494155555,0
"262",445,0.744028188637458,3.6951122659957,5.00695958947239,1.01091792861809,0
"263",121,0.541242921259254,-3.11404303972376,4.31620894002022,3.38687652973313,0
"264",490,0.579947557183914,-2.99450350075494,4.77248623656108,0.138900438510445,0
"265",391,0.593019255902618,3.97427257937379,5.97984842017388,0.632043629554735,0
"266",222,0.838561093551107,1.98496252128389,4.01100106203894,3.14096350166874,0
"267",176,0.756191097083502,3.87136779592838,5.17035690351355,2.27396994515806,0
"268",267,0.963552740286104,3.36959904708201,5.50123868613583,3.34787793000863,0
"269",381,0.962141454336233,3.32116422023391,5.22942334292636,3.27311691622092,0
"270",449,0.540003655361943,0.0761168725439347,2.54229132421399,0.157618226732274,0
"271",113,0.881299671251327,-0.433473949006293,2.25142744930594,1.43296328786772,0
"272",409,0.789806943386793,4.20474085526075,6.17864204555811,1.19694546917013,0
"273",147,0.832232340006158,-3.58290043896995,6.31913031957926,0.89229757560801,0
"274",358,0.775753367692232,-4.58606368039036,6.04438248744798,2.35425091174169,0
"275",472,0.896046129870228,-1.58373759420356,3.86574494849268,1.04059649607272,0
"276",131,0.971990340622142,-0.517558443662711,2.41581779901222,11.0286088797033,1
"277",256,0.563244488788769,-4.68823647715617,6.19600354531568,1.08927181518449,0
"278",316,0.951554413535632,4.61113493670709,5.95841901339364,0.0464402741268116,0
"279",370,0.669527199934237,-0.447456164308824,2.43497771094414,2.65551593482283,0
"280",425,0.627597344573587,2.71387961854925,4.89567819329467,1.93820719369064,0
"281",121,0.72404451679904,1.74229401369812,3.18937573492167,1.88641486385493,0
"282",251,0.618892160011455,-0.526651766628493,2.65337867174564,4.03657318032373,0
"283",189,0.579160674940795,3.88464209475787,5.04183457595362,2.1751327092454,0
"284",330,0.812419515801594,-1.75058552045375,3.58804800240027,3.44076985353663,0
"285",427,0.889975651283748,1.5557319002226,2.91015965370337,0.808999963450308,0
"286",412,0.859869697014801,-1.90952824918786,4.04259684796649,0.847760012584313,0
"287",198,0.568344744038768,4.24060138545465,6.00562997109112,1.14279224098887,0
"288",483,0.750931200804189,-4.76091123750666,6.86960448999897,1.09015933852908,0
"289",199,0.836537552415393,-0.447071256523486,2.29661710515582,3.07297318472771,0
"290",478,0.676387814455666,-4.38081172861857,7.44901197057757,2.10803992616366,0
"291",432,0.882628260762431,2.60656304572476,4.10331751768449,2.02410338122716,0
"292",499,0.568885959917679,3.6075564361061,5.18550505842411,0.977383937115295,0
"293",439,0.74027476075571,-0.652911883604247,3.52830403672081,1.17454064685087,0
"294",127,0.668215804267675,-2.01894167641876,4.08784949106981,0.32269291372661,0
"295",182,0.646629280643538,-0.513732863217592,2.80439706507251,0.263986784586697,0
"296",196,0.921115889796056,-3.01807854796061,3.87254014689525,0.135782151184143,0
"297",122,0.757408334990032,-3.96754349813564,5.5990257425239,0.440550762918349,0
"298",280,0.662706531817093,-4.73531837629853,5.95999883233979,0.277622449358104,0
"299",138,0.823586243670434,-0.988084027508739,2.39512004155539,1.60399257279351,0
"300",100,0.987745472928509,-4.44913692945847,5.62704774681979,0.406183180437758,0
"301",156,0.641056915163063,-4.44342100971844,5.65296517936029,3.90853776451266,0
"302",415,0.930970266228542,-4.65765004788991,5.96147843285986,2.35078488448157,0
"303",148,0.710781745845452,-4.22970639398554,5.44631665256288,1.74258034954861,0
"304",253,0.906624329509214,-2.17219846339431,3.99057643346874,8.05854018842431,1
"305",214,0.550046085263602,-3.62546968206298,4.775436301077,7.16844449923889,1
"306",138,0.975161370355636,-1.66095121641411,3.776638224635,1.56371507261354,0
"307",479,0.940377925056964,0.116385536349844,3.17073773734481,1.51663991247667,0
"308",147,0.862563038943335,3.68438081247732,4.7827709477536,0.301502051425432,0
"309",270,0.574992913752794,-1.23580911672907,3.83451095755601,1.87664399041765,0
"310",333,0.671481769997627,-3.84505760222673,4.62575688061445,0.0612815352117188,0
"311",488,0.781816806877032,2.8794083153829,4.25355409441024,2.69579626705295,0
"312",158,0.908162333886139,1.66669468809851,3.30582416084062,4.79281322384868,0
"313",312,0.979215962230228,-3.82933880882338,5.8886337131606,1.30237533927581,0
"314",419,0.854996728827246,-2.23293846965535,4.70258459775565,4.7112275261302,0
"315",158,0.886836257879622,-0.135477645020001,2.76689125174287,1.18663658681657,0
"316",158,0.700572012225166,-1.39998386127409,3.61773908456632,0.829105014591712,0
"317",263,0.894916094257496,-2.87565191790927,5.09849047015504,2.26658389647594,0
"318",180,0.524699152563699,-2.08354768170975,3.51241035893568,2.19399497495216,0
"319",479,0.958091156324372,-2.24146416448057,3.96959111497561,1.03838042374012,0
"320",166,0.608506882912479,-3.72086910426151,4.72643372736617,0.247296420225622,0
"321",329,0.879746547783725,-1.98352674527559,3.71887264674293,2.73503128535891,0
"322",289,0.870576158748008,-1.54333008961985,3.67597315970752,0.463001133001383,0
"323",238,0.803871184121817,3.27956570315873,4.80461451423808,6.64816989056899,1
"324",456,0.991685154265724,0.837756600230932,3.24638206462777,0.936270604027842,0
"325",354,0.686735013616271,-2.84251251275418,4.37323892670769,0.282675438481586,0
"326",337,0.661571518867277,4.43992391008651,6.45092572613296,0.773272166973577,0
"327",170,0.882676371489652,3.01459094963502,4.14279926596279,0.446321263875233,0
"328",170,0.796520883683115,-4.858384869562,5.92305262152196,0.668353901838782,0
"329",175,0.913538661785424,4.44244972588494,5.46441880591892,0.688891272370792,0
"330",477,0.943029235000722,0.326461205922533,2.70447603118545,4.39348155872871,0
"331",352,0.890884794876911,3.40900878196117,5.06538538426226,7.45289230754808,1
"332",166,0.528170254663564,-2.96405808936106,4.4069765948957,0.613625333717958,0
"333",250,0.535611697239801,-4.84142740730895,6.56501708963339,4.99451210789277,0
"334",178,0.7704003759427,-3.8692951465724,4.7119051369229,0.561021563820162,0
"335",248,0.970221780473366,0.640361689426936,2.7607207416665,3.23092066174713,0
"336",222,0.800345178809948,3.41549496905645,5.19698436286414,1.91786736761008,0
"337",137,0.90902375371661,1.83193943371298,3.00146703072263,2.9254844454517,0
"338",177,0.850693356478587,-1.30084898389177,3.87079276147706,0.172476916646762,0
"339",457,0.776414331397973,-2.71341501458082,4.76343076498805,0.676395844612493,0
"340",365,0.967072221101262,-0.761381981172599,2.99302596003427,1.7066997898027,0
"341",280,0.8299125401536,-2.35790596986189,3.98128936698712,1.31516100021424,0
"342",252,0.739760804222897,4.42399158738553,5.55876208304456,3.74503874455096,0
"343",151,0.948557982337661,3.66524673970416,4.98916947127047,0.188221263441377,0
"344",498,0.782543925917707,4.51770929564955,6.54765002923716,2.48672623329673,0
"345",496,0.521798645379022,3.05994443276431,5.2411669309588,2.56407138868324,0
"346",382,0.599993380368687,4.91272279557306,7.16848926016891,1.47791643260992,0
"347",281,0.987029216717929,-4.12149068801664,5.60859615640792,1.90334861722253,0
"348",498,0.791956105036661,0.808177695528138,3.33643474623212,0.305830004708436,0
"349",207,0.889045489602722,0.198117298260331,2.17208381756914,1.78535679841793,0
"350",407,0.533951532095671,-1.40583034791052,3.31781936564174,0.362378967287123,0
"351",458,0.993918078253046,-2.53404396895785,5.47621637440433,4.95532614419893,0
"352",217,0.841259369393811,1.95506473273272,3.65749115356266,2.15268086129303,0
