"","n","beta","sigma","ct$p.value"
"70",176,-2.91409765633289,2.12657984020188,1.40044601357685e-33
"71",269,9.08283172806259,11.9038326398004,7.11420159650756e-33
"72",426,-4.5307147389045,6.90866667032242,2.63285685665553e-30
"73",347,6.48595651467331,8.62715092673898,1.86752508742099e-35
"74",378,-8.6616155695403,5.59073401638307,1.10136584379392e-112
"75",57,-8.29257426967379,7.31080272025429,1.18638058063392e-13
"76",367,6.2657751385821,5.49862591759302,5.6162072581416e-66
"77",299,-6.2514810224995,11.5196323404089,1.00753064766234e-16
"78",424,5.02245477477554,11.8841741224751,2.10737258760782e-13
"79",95,9.75079526556656,1.57967803697102,1.69795234875958e-80
"80",174,1.70873426913749,7.96680279844441,0.0421311017932296
"81",496,-8.75715294508263,10.6610768812243,7.92246302816403e-54
"82",231,-0.525120490090922,1.20101384795271,1.58578743778361e-10
"83",283,2.86926405970007,2.06117456383072,7.74708106968992e-76
"84",304,0.374013751698658,5.81859232019633,0.0587664348276817
"85",442,-6.6077631167369,4.78447047108784,4.89463810730582e-112
"86",162,5.96956037448253,11.0138109736145,2.00073893990103e-16
"87",411,6.87010928038508,6.44872667337768,8.34436742707485e-87
"88",87,9.25001235331874,10.775339842774,5.19215225393919e-11
"89",366,0.118379809195176,9.65697491634637,0.592840056568199
"90",53,4.82795211279299,5.86857701581903,1.41395928779314e-06
"91",99,1.42549748965539,11.0049888475332,0.655496944639488
"92",196,-9.62516941726208,4.63063463009894,1.62967232136381e-84
"93",465,0.511378507781774,1.76479871803895,2.36193967040241e-06
"94",220,-9.72007537314203,9.00058536860161,2.7187765077207e-41
"95",272,5.82730403379537,8.83307802164927,9.44850096333674e-17
"96",344,-9.28745318448637,5.89733962249011,1.48686371996266e-103
"97",219,1.06168555943295,5.12906323885545,0.0104707427518111
"98",176,0.994283331441693,1.13469488592818,6.46606373068243e-22
"99",142,3.4975257340353,2.61910447478294,6.97087611925618e-37
"100",332,-6.2595881608082,7.9598048038315,2.89028335024646e-45
"101",195,-2.14579507764429,9.74041635519825,0.000132194521282557
"102",112,-0.762923115235753,9.62724276306108,0.221287430730441
"103",50,-6.70055555980653,6.00905715441331,2.96413692756859e-09
"104",490,0.524804847105406,3.59267751406878,0.00831735477997409
"105",420,7.43456123012584,11.159478029469,1.00721908448886e-29
"106",302,-9.31785540780984,6.12338798609562,3.20496568365446e-81
"107",51,-4.93929064944386,10.7655970621854,0.00637684308047045
"108",267,0.707453684369102,4.89223817130551,0.141325957166568
"109",199,-0.254734718403779,3.37129937624559,0.0412991449858427
"110",248,1.69935811634641,11.4138045555446,0.0175451201171268
"111",315,-7.76804379650857,4.46514763101004,8.191477447251e-110
"112",457,-2.81748694204725,8.67581389122643,4.97395858132684e-14
"113",343,-7.29418229870498,5.34891642956063,2.32778802427007e-75
"114",167,-8.61116142466199,10.4908753128257,3.82820676237344e-20
"115",249,1.12809471881483,8.59476884431206,0.0087811786599613
"116",433,2.47352842476685,9.6764401497785,4.17049888673632e-07
"117",161,4.36211093689781,11.693443288561,2.30814711304362e-07
"118",394,-9.46127789670136,2.53621068387292,3.75570856731559e-234
"119",435,-0.332502295356244,1.33903634245507,2.39025555884275e-06
"120",310,5.14275459458586,3.68416169169359,2.92315492306313e-74
"121",175,-3.91240734949242,8.65603593271226,3.80067628231221e-07
"122",332,-2.3067811577348,6.96588715701364,6.64844123576612e-14
"123",112,2.14586372354534,1.22281829081476,2.03695839504773e-38
"124",434,-7.93491665965412,10.8397494822275,2.4373404641575e-43
"125",110,-6.00019181394018,8.28425210784189,1.15739328661343e-08
"126",65,-3.36119585507549,7.40857614390552,5.73846441672197e-05
"127",392,4.04758093883283,2.52461335062981,8.18330008513904e-108
"128",222,2.12178125195205,10.662373249419,0.00641425288263672
"129",334,-9.08714847902302,3.40885574440472,4.6988861666668e-151
"130",357,7.63446117809508,2.49135873490013,3.37254913024243e-180
"131",225,1.51445938956458,9.66691883071326,0.0164823942986428
"132",405,2.92519419789314,3.68889346928336,1.04894153056394e-43
"133",132,-3.6962558365427,9.25515446765348,5.45040653623595e-10
"134",470,3.60802904546727,2.55324698612094,5.49163658678859e-111
"135",411,4.32771579995751,7.77445980813354,2.34245149339924e-20
"136",330,8.85607146490365,3.38737630215473,2.07930665271308e-142
"137",350,7.32171872104518,2.30696355737746,4.37352103076411e-198
"138",196,0.249599508964457,3.99291667062789,0.245606747030195
"139",490,3.42543746959418,2.81048905942589,9.52880139022759e-98
"140",290,7.62079015362542,3.33717232197523,1.56797316517395e-121
"141",105,-0.930234126443975,11.2689187771175,0.387071056652278
"142",81,-5.12095683910884,1.5631142645143,7.62333586256073e-39
"143",353,4.23322823347989,1.50528519530781,2.86418970247233e-162
"144",266,-5.08019808353856,7.62439811252989,2.96661513878442e-25
"145",467,-9.13508762903512,7.31880442961119,1.80685284491778e-105
"146",171,-7.2870379640488,11.7956720406655,3.07375747940987e-13
"147",397,-4.63512643368449,6.1627471181564,1.98129309087856e-33
"148",237,-5.61371975215152,6.16193449497223,1.01233035496841e-28
"149",478,7.91690938603133,1.30412736535072,0
"150",155,2.75029071629979,8.07707845885307,8.80469653085085e-07
"151",422,2.32162879290991,4.38613301003352,4.65551467089581e-20
"152",111,8.29883209464606,1.21720980526879,1.61710662024714e-89
"153",223,-2.24004958781879,8.18163990485482,3.09687754473128e-05
"154",109,-9.04911126685329,11.8335850983858,1.69336197460452e-13
"155",156,-3.04990443098359,11.9161832546815,0.0190669430593903
"156",473,-4.46164403588045,10.8486158160958,1.33647870520372e-14
"157",349,-6.82764832729008,7.29163710144348,1.96805680822422e-49
"158",204,-6.2817209352972,3.45305165555328,5.4689498013705e-63
"159",286,5.11502389104571,10.3206655282993,1.18413155090163e-14
"160",56,-1.34494912559167,1.7177298667375,1.73641988274386e-08
"161",122,-8.21786436615512,5.03499975288287,4.13015267332645e-43
"162",79,6.12899270977359,6.48352659470402,1.99762219844553e-14
"163",209,-8.31054318079259,7.53121099132113,1.13567843986965e-31
"164",261,8.73213302739896,3.49663443048485,4.40934833797363e-118
"165",106,6.71009231510106,6.67206598399207,7.61527929155313e-17
"166",72,5.91780274810735,6.16575694340281,2.08639791804374e-15
"167",63,7.2372128254734,7.33201111736707,7.76201081406318e-10
"168",197,8.83467107471079,6.34039575350471,2.23088011133274e-54
"169",478,4.76094491048716,2.85120527911931,5.97540878390966e-117
"170",399,0.603713256190531,11.4455974483863,0.335814620521335
"171",119,5.55357164246961,11.5947952365968,1.2571480301127e-05
"172",146,1.16751739063766,9.30959511664696,0.00913949636411796
"173",69,-7.3334490080364,11.9316302970983,1.02964773633188e-06
"174",214,0.703629809641279,3.06579187046736,0.000247585957925555
"175",245,-0.794257715903223,1.91807872569188,5.6205739220152e-13
"176",80,2.40820208929945,1.68092034407891,1.96648469594815e-18
"177",144,-1.97183103829157,3.27777365734801,5.13473099382236e-09
"178",397,-6.95235312283039,7.87737884302624,3.13625758174462e-51
"179",305,5.66891653332859,11.1395545753185,4.82077680954864e-22
"180",205,-1.45327856948134,7.09269922412932,6.40817568555103e-05
"181",150,0.670100660761818,10.1555452020839,0.245333976120725
"182",500,-6.68952007601038,11.9364992517512,2.11773459698726e-31
"183",491,-5.79068818201777,11.7860732779372,4.49666604848068e-31
"184",447,-2.77510749688372,10.1382286422886,1.29390001501733e-12
"185",466,5.57825573668815,6.2689529217314,8.69866474311588e-51
"186",53,-3.14840206506196,6.63071449985728,0.0373499804804113
"187",305,-6.20181642419193,10.059486854123,7.39525159408268e-22
"188",383,2.40349144672509,11.3436890509911,0.00130200617196016
"189",407,-7.96939737289213,2.27266268897802,2.77507124406064e-230
"190",341,-3.40244897592347,4.09282469446771,9.79495765119491e-33
"191",123,5.1449058429338,1.69865500694141,2.20765870848968e-65
"192",181,-6.77130399022717,11.9622450002935,5.56588000294648e-15
"193",357,-0.607168184267357,3.11400132416748,2.58368509207701e-05
"194",122,-8.47424162337557,9.62862749048509,3.39183785954016e-16
"195",305,-6.80719977805857,6.49025974213146,1.4508454460653e-40
"196",66,-4.29084196996409,8.90621810103767,0.00301148227457603
"197",94,7.01626064956654,10.6450952526648,5.86702739987062e-08
"198",405,8.82548642326146,3.59878168464638,6.39071999954688e-159
"199",477,-1.64604242555797,2.27980210701935,1.6547737572224e-42
"200",489,-2.90898445986677,2.7077741548419,2.70730087238387e-89
"201",128,6.46052117184736,1.52895829244517,4.73606047918961e-85
"202",220,-3.51351746064611,3.13103455817327,8.60457264274489e-35
"203",223,1.0889276671689,6.96201033308171,0.00097348397481372
"204",381,-1.5511813116027,8.73516722372733,3.60627796535522e-07
"205",86,-6.13337378010619,4.66603833949193,7.34971477385531e-22
"206",461,5.81806048208382,11.7831254117191,2.06634467184137e-28
"207",53,-9.76075561731122,10.6847717941273,1.20301959598887e-08
"208",141,0.366455204342492,8.62704114615917,0.439031985214539
"209",126,-4.25176020418294,6.09012847603299,1.44288041833907e-16
"210",460,-4.9937625906663,9.02080413466319,1.95068716362453e-33
"211",270,0.350558850378729,11.2815493934322,0.847341575674907
"212",464,-4.72486682066228,9.04507405869663,2.45087846865396e-23
"213",202,4.85811158949509,11.7555425979663,1.175816970998e-09
"214",186,-9.78329130527563,4.21974017261527,1.09883204088828e-79
"215",53,-8.65583015219308,9.80346486554481,1.67268009679402e-10
"216",277,3.25054217544384,4.67662327061407,3.47394112284261e-24
"217",268,-0.947210270911455,2.31662782630883,7.70340553491239e-07
"218",288,5.9722617512336,8.97336482512765,8.91250791293591e-31
"219",174,-8.26554112844169,7.699700091267,5.51896843044577e-29
"220",449,-9.95176079126541,3.83577746734954,2.86905248808599e-197
"221",131,4.81999411641154,3.03238774323836,4.10401016011608e-37
"222",72,4.93471951149404,1.86858365801163,7.07439613775189e-31
"223",50,5.15169139609206,5.96954645682126,0.0194289307771911
"224",257,-7.83161450400948,5.34246666682884,6.90951843466254e-62
"225",327,9.18463679638226,6.30770457256585,7.56049568588732e-83
"226",147,-1.2762971024029,4.82210513064638,1.1933939709238e-06
"227",473,-1.40000584202353,9.13189810398035,0.00056457428318702
"228",285,6.0753378901165,11.9966619086917,2.85873091408486e-19
"229",445,-7.34740489881951,9.12148543749936,3.28004309192301e-55
"230",208,2.86885914546438,11.8292101025581,0.000899948228187049
"231",81,1.21677040166687,8.42757701152004,0.513585607721654
"232",176,5.79336909477133,3.77702771290205,9.24444308725646e-55
"233",347,5.63112298748456,7.29140877863392,1.17887955290507e-41
"234",134,1.25008148381021,9.70552156423219,0.0509777649922011
"235",81,9.05426442550961,7.19363286043517,4.00393025052983e-15
"236",169,8.32899497586768,2.98521679989062,1.91023897270628e-82
"237",104,4.20335578981321,9.5411708750762,0.000720552004423157
"238",386,-8.45989579178859,2.86838322761469,2.92959721359227e-198
"239",266,7.96914780801162,8.04905202286318,1.07755367080166e-48
"240",360,-2.58446037604008,10.9596542241052,1.1263986517527e-08
"241",433,-0.924778597126715,9.92501111701131,0.00167793746644738
"242",354,8.64067912523169,2.72186549776234,1.94999660448187e-186
"243",122,7.82225778717548,3.57253842498176,6.98868083450667e-43
"244",186,5.68273046002723,6.13096572994255,1.50005477414523e-24
"245",294,-7.66932535041124,8.38401764794253,6.9075379708317e-39
"246",339,0.156704916479066,2.32935974327847,0.0465642099745073
"247",356,-5.89838897918817,3.20868577831425,2.31912155375055e-113
"248",149,7.19840894639492,6.88558929366991,6.06579743274331e-31
"249",248,-4.66647463629488,11.2068353109062,1.90161959863511e-10
"250",290,-3.809129080805,10.8787743193097,1.28804702445082e-13
"251",442,0.846379245538264,2.29198904731311,5.85305939269213e-16
"252",339,-4.56848954721354,7.32758386409841,2.50574766161158e-26
"253",62,-6.7750788601581,4.19216177682392,4.4991608438382e-17
"254",167,-7.00183079065755,9.77310632471927,7.93144977174574e-19
"255",171,6.32769145243801,8.81340379430912,4.40364184085408e-18
"256",230,1.8066584756365,11.9536863127723,0.969701480319809
"257",178,-8.438054093346,9.25560844712891,9.21622328421068e-24
"258",279,-4.05147962770425,10.9360686205328,8.97253796124767e-06
"259",457,-0.4169632360572,5.81561340787448,0.33451835266752
"260",212,-7.98634931691922,6.13429532852024,3.59403558801087e-44
"261",350,6.19076393393334,10.6774639966898,5.51861886688576e-28
"262",469,-2.5250231401762,7.60847847629339,4.04160044011608e-13
"263",362,-7.66738829636015,4.93320634029806,3.2935755898336e-90
"264",200,-1.03091572867706,6.18708023312502,0.021458905238138
"265",350,-3.70239730393514,10.0655562803149,1.21540684889776e-12
"266",151,4.10193873529788,7.10771931987256,4.40744143637839e-10
"267",220,-9.54694148104172,9.8822447147686,9.72243250076379e-37
"268",306,3.05323854356539,10.9448887156323,0.000136049440958204
"269",204,-9.06953915385529,1.53086308436468,5.06751852996864e-155
"270",261,-4.70320533816703,4.15481950435787,4.47022593162866e-45
"271",167,6.18014342579991,7.48729709978215,1.79837442089042e-22
"272",427,-8.0686547749443,10.043819848448,7.10697176790285e-46
"273",274,2.77724647328723,7.56196700013243,7.53164349551346e-12
"274",419,-9.87325376051012,2.76003988366574,4.5863032751765e-257
"275",112,-7.91049324052874,2.71585855819285,2.27713423686386e-52
"276",197,-1.36292091107462,1.38079468626529,3.1327852464009e-31
"277",253,1.65356312673539,6.10760929435492,0.0107772187338034
"278",105,-7.1310282911174,5.92974567203782,9.87758803292102e-19
"279",317,3.90463317180984,4.49622759292834,5.53436427456635e-38
"280",70,6.54083842274267,7.02348170545883,7.02693225371958e-10
"281",55,-8.05106786382385,10.1427210534457,6.41150287959899e-08
"282",219,-1.91445209379308,9.33969213976525,0.430483068263034
"283",87,5.83903393815272,9.70400086091831,1.63825907099419e-05
"284",157,8.82274898902979,10.60712970444,8.00431214671351e-20
"285",410,-1.4755241748644,1.35680438717827,1.04237622145569e-69
"286",290,-8.88428968780208,6.94563420745544,1.679849046254e-52
"287",236,-7.95042364445981,5.7867798730731,4.19095817132269e-58
"288",458,0.510968250501901,1.01932805380784,2.54569988250712e-22
"289",415,-5.64679411300458,3.92696122359484,1.54966490420933e-86
"290",295,-1.90516052383464,7.32528185262345,0.00792143418056666
"291",172,9.38122685987037,1.60136060556397,2.66606992605554e-133
"292",497,-2.70979282022454,1.72081185714342,2.49961617445959e-139
"293",413,-9.13729539425112,10.9741597054526,5.9871441663249e-54
"294",226,-9.34882707563229,1.15106371487491,2.07121097902266e-206
"295",290,8.40063629166689,3.52385428757407,3.82279341436232e-126
"296",173,-6.90357560124248,8.26448152540252,3.20929021860483e-20
"297",368,5.11136573597323,2.07109125331044,5.65148382312935e-166
"298",299,-9.94462333018891,2.30036781495437,1.24684306666692e-199
"299",178,-1.78117273808457,2.62526398641057,3.11531030233358e-18
"300",303,1.74830862071831,2.5054510126356,5.15573622402202e-29
"301",381,-9.06168371948879,5.21539065404795,8.68960306115001e-111
"302",156,-5.99724317733198,11.0555080217309,6.23441173865983e-07
"303",167,-5.1937154250918,6.73753542709164,5.97307169934802e-18
"304",199,7.08029989916831,9.75581651600078,9.10479479929124e-21
"305",421,0.660611753142439,2.03691505338065,3.17535226295761e-13
"306",359,-1.36963011955377,1.6880927470047,2.67427759215078e-39
"307",140,-9.86327483027708,3.8984378783498,1.0660410317457e-67
"308",352,-3.76439262707718,11.0549500472844,1.26784577448289e-13
"309",310,-3.05679908089805,7.42711732420139,3.68381154180123e-13
"310",94,2.38769061292987,7.97385976836085,0.0736234281368379
"311",411,-3.48827263952699,10.6979778902605,2.52065972564993e-11
"312",77,-2.17801200437825,1.5422960233409,1.13903273246848e-10
"313",374,-5.11162185864523,3.42047737003304,2.10452994646368e-103
"314",70,-0.770246259775013,4.03279861272313,0.204982324980506
"315",210,-0.402898356853984,1.89322875277139,0.00121467748021949
"316",216,6.90069003698882,3.25717124575749,2.25863535590156e-87
"317",363,-0.805041145393625,5.93650627997704,0.0968878285170579
"318",403,2.21095838802867,11.4517257295083,0.978034210450004
"319",482,6.83687038465869,2.58824925520457,1.23127193042764e-203
"320",117,9.55511224260554,6.9223257061094,3.23868428845047e-24
"321",285,-7.20146519301925,1.18491684528999,3.50214228326891e-217
"322",73,-1.73210995141417,3.05101551045664,2.65011808136649e-06
"323",445,-7.26040764409117,5.7969939771574,9.66101179317631e-87
"324",379,-0.51524235161487,2.03965504746884,3.51776717941261e-09
"325",219,-1.60593590401113,1.41651687561534,1.95132642269571e-47
"326",415,-0.834388278843835,1.84533890336752,5.57663875791242e-22
"327",122,3.35401321323589,11.7137956947554,0.000375378856008793
"328",293,-8.73043062242214,2.52250957628712,1.81677402946652e-161
"329",103,-5.40427225446328,5.98952596145682,1.86742108228669e-18
"330",458,-5.69065120262094,2.0918302196078,3.86186310598685e-221
"331",460,2.68774142458569,4.22836340335198,1.02982458256651e-35
"332",313,-6.44357353821397,2.46451989049092,4.51181952188058e-130
"333",135,2.58147786250338,7.20809163432568,3.21074666502311e-08
"334",267,9.29025373025797,9.75621940079145,1.22598438816141e-40
"335",396,7.36661345842294,7.8710975877475,2.60671049840208e-65
"336",213,-9.36750451636035,6.91354704252444,1.68519444156057e-50
"337",216,3.59618366635405,8.52532053389587,4.08952641210265e-05
"338",362,-4.54596065215301,7.73779033101164,1.43722656292447e-23
"339",100,1.39159758929163,9.4752672270406,0.0233578476464409
"340",116,-2.31349443688523,7.13328327634372,0.0015657935464567
"341",463,7.36185198547319,2.98405437660404,2.75645621914686e-187
"342",347,4.31238604609389,3.83070304547437,5.0257209188532e-76
"343",437,-5.92527901534922,6.96753014693968,1.25212022291735e-60
"344",437,-6.83838471125346,4.31962786102667,3.01886069296032e-125
"345",348,5.27264062857721,5.42978789540939,4.83895166111588e-48
"346",132,0.279841510113329,3.85782695468515,0.0960286415032642
"347",96,8.97445960205514,7.79432491702028,3.38424931208441e-21
"348",493,-5.29412009951193,4.81181733240373,4.1276569943527e-88
"349",395,9.92019397793338,1.75279329833575,3.09967601826763e-312
"350",272,7.51933091257233,8.00814058049582,3.21747541630854e-36
"351",152,7.35883170643356,10.7396367082838,1.35983075032986e-14
"352",175,-7.95571671342477,7.98570627719164,4.3718280277612e-26
"353",143,-2.08434902543668,1.7867905208841,5.00793609637001e-34
"354",127,6.61133005511947,1.30829437635839,9.83499307099826e-93
"355",261,0.819992769393139,2.37827834510244,3.65974218883624e-11
"356",454,3.78599026503507,10.2164335546549,1.42522441655003e-10
"357",121,-5.20867255579215,4.00153593160212,5.36249908964858e-24
"358",446,6.74713296885602,10.6257102289237,7.23958413688112e-37
"359",409,6.46862525600009,4.64661239646375,4.91359172571677e-91
"360",205,-7.35366158511024,9.92763256374747,2.9099386155494e-20
"361",73,1.76646417649463,8.32605595537461,0.182886162263735
"362",240,-1.4367336372612,2.19100774824619,1.16338111535415e-18
"363",426,-4.80818360077683,7.17592626507394,2.2068890899501e-38
"364",238,-7.05606371939648,9.27533281641081,3.17093066524986e-27
"365",131,-7.41136991514359,5.95316493231803,9.25337464633029e-28
"366",335,6.15604436495341,10.2135759454686,4.27775642776122e-35
"367",56,-4.53262760173529,8.31288729025982,0.000365347846324681
"368",118,2.34253020777833,5.6570053207688,3.5161660132719e-05
"369",158,7.44033754724078,8.38830395415425,6.55163420242868e-25
"370",170,6.39567538995761,1.65271618054248,9.11022168442339e-96
"371",483,-1.90649610969704,7.19294677791186,1.67517241123941e-09
"372",126,-1.54101065644063,5.18493474903516,2.01885067722591e-06
"373",116,0.190933001460508,1.12309658969752,0.0285285347209822
"374",217,-3.59474992107134,3.77277717809193,4.18111558797254e-30
"375",307,-4.70470728448126,4.45278247143142,1.44572093078802e-46
"376",256,0.650865118554793,7.93596648517996,0.711826149341087
"377",132,-3.69400662700646,6.4205784604419,1.12073487217224e-09
"378",410,-7.84779230363201,2.34485008683987,3.91560514825654e-222
"379",219,5.30450437732507,6.21962841041386,1.70872679064647e-24
"380",295,-2.56770291605499,7.38780092727393,2.43178302488702e-06
"381",200,0.566382612055168,5.63703418592922,0.329947101372435
"382",63,-1.27155111690518,2.92929003061727,0.0952326155350413
"383",105,-6.22634490167256,11.6873881996144,2.66576601804945e-05
"384",388,8.66716755256057,8.97143681906164,3.53222201903511e-56
"385",495,-5.32003594751004,1.92346661793999,4.57618019329925e-240
"386",82,-1.70364596922882,8.35668873507529,0.204188945130014
"387",434,2.28897902888712,1.95367426169105,2.50188142886123e-78
"388",66,4.60947910016403,3.83577564894222,2.83759529872561e-16
"389",412,6.26691434106324,1.24350920505822,1.05897093517733e-299
"390",76,3.19501688233577,6.46612538164482,1.54383765582474e-05
"391",301,-0.336329613788985,5.41826751665212,0.0177081051709213
"392",223,6.18892108157743,8.14496170962229,4.26586491546751e-30
"393",386,5.52012033192441,11.6106401593424,2.12832535810533e-20
"394",460,1.97247986318544,5.70453913882375,4.410703897578e-09
"395",198,7.97561050346121,2.51178883318789,1.22462801870528e-106
"396",170,8.16927395253442,6.74870677152649,1.07915158681587e-37
"397",487,6.89229814531282,5.43707833858207,3.22938105647066e-116
"398",497,-1.68467137180269,11.6499971502926,0.00198058916515336
"399",275,-9.44952735085972,4.48222995689139,1.89792645765029e-107
"400",82,-4.2344306996325,10.5387729967479,0.000307167815529023
"401",300,-9.46283245747909,5.16420698771253,2.53661684398982e-104
"402",285,-0.674510377924889,2.6776118457783,7.28551630270427e-07
"403",419,5.35017847537529,1.91694599366747,2.42776237430688e-203
"404",130,2.19542351705022,1.61169053707272,3.14401456579372e-31
"405",393,-6.08116776675452,4.8329579080455,2.41511984489423e-89
"406",115,-6.46585117650684,6.42613011435606,1.66824116727877e-19
"407",486,-6.80357172198128,1.26184710278176,0
"408",300,9.79660743221175,8.14709646604024,1.61482694973455e-58
"409",400,9.04855814422481,6.91795284114778,4.49362662002683e-84
"410",293,-7.66225974843837,9.2547564720735,8.06379014819098e-44
"411",151,0.10833916887641,2.90780199831352,0.143290834120923
"412",210,-9.92765057641082,5.44205504795536,3.24941104551437e-61
"413",59,-2.95072142356075,2.55283258901909,1.9389292710655e-13
"414",220,7.13238342127297,1.54537469195202,1.50780404340435e-154
"415",282,-1.31016240667086,11.660831210902,0.00172637361195537
"416",255,-3.22575848808046,1.85947210295126,8.74688776163199e-82
"417",103,1.56702540377155,7.83849510154687,0.386685340823984
"418",497,-2.21990231205709,1.30871449760161,2.01827567857064e-161
"419",183,-0.402424072939903,1.077172661433,5.85684869939917e-07
"420",299,-2.34851375110447,7.86437375517562,1.90235239673753e-06
"421",65,9.59248467220459,6.91666213818826,2.37932089352367e-16
"422",290,-1.13011274372693,6.11957315704785,0.000270153824648775
"423",53,6.96988585898653,2.60789987142198,2.50181126096231e-23
"424",292,5.09869595372584,4.58155700471252,1.56474661208945e-45
"425",91,-5.67856942722574,3.55471764900722,1.01674401881398e-26
"426",229,9.96464028684422,7.09478169493377,5.77023679791445e-51
"427",365,7.12687931819819,6.81030104774982,6.52549130644615e-56
"428",70,0.477240747446194,11.253725182265,0.919934811428683
"429",76,2.18303723423742,3.32716306787916,8.88152251174738e-07
"430",391,9.48532162085175,4.61257644440047,2.23680233855844e-135
"431",394,-3.51668613939546,5.38072083727457,2.97261747565424e-32
"432",453,-8.12200594234746,3.698035240639,3.18243270433332e-178
"433",279,-1.98931216958445,11.3381120213307,0.00194206335396866
"434",208,-5.56042665520217,2.5750438044779,2.20455143431376e-90
"435",405,0.882206970639527,2.79492691438645,2.2736590236728e-06
"436",392,-3.63192899839487,4.03648085170425,2.68426459246812e-49
