"","n","beta","sigma","ct$p.value"
"98",119,0,1.39583921781741,0.540329332853613
"99",264,0,5.00752220186405,0.0756935979844445
"100",480,0,3.41294805216603,0.504685494479163
"101",118,0,1.26213649078272,0.41321562429926
"102",381,0,4.25823301798664,0.510101018681339
"103",197,0,1.30888709006831,0.207392510622762
"104",117,0,2.70657667983323,0.989270702749487
"105",179,0,10.6977457308676,0.114709214619485
"106",491,0,9.40752335847355,0.354549732690366
"107",402,0,5.3797191765625,0.791925506969809
"108",229,0,6.59612677386031,0.5043519081337
"109",492,0,8.94191977055743,0.365840610430216
"110",471,0,10.0465861300472,0.115474869176601
"111",63,0,6.46076906309463,0.685451252169017
"112",79,0,11.1058600894175,0.935534942814399
"113",291,0,9.0197519401554,0.13962670415893
"114",50,0,9.30368257546797,0.459444037964805
"115",427,0,4.50150823756121,0.930495298231434
"116",232,0,5.35656937863678,0.0404061100288348
"117",378,0,8.4611317361705,0.595828665995418
"118",315,0,8.44366950145923,0.321168152913148
"119",221,0,11.0959362082649,0.388910924239051
"120",151,0,4.98487072950229,0.640917708587021
"121",119,0,10.0690424104687,0.836121663359098
"122",465,0,7.1569430786185,0.985717507805782
"123",234,0,10.7534725675359,0.319701470451293
"124",201,0,3.46342750824988,0.0570127704367629
"125",416,0,11.9302951968275,0.0804732300051897
"126",279,0,4.49308825866319,0.675701134842081
"127",248,0,8.20457596820779,0.0336268280292702
"128",388,0,2.64150341134518,0.759294437361503
"129",388,0,9.54131370456889,0.790776447077807
"130",128,0,6.08436506986618,0.00555940990174382
"131",348,0,5.80150771746412,0.683369444481529
"132",242,0,3.93866226496175,0.247450993361589
"133",102,0,11.2752550200094,0.393369624800171
"134",208,0,8.22613367624581,0.520224755500682
"135",365,0,5.70760725042783,0.223174463342381
"136",302,0,6.59090006165206,0.653273677656848
"137",343,0,2.46667551249266,0.575669258174164
"138",403,0,5.70463525573723,0.820330295874739
"139",320,0,10.4857054732274,0.805700665898729
"140",296,0,2.65843765740283,0.092151077429087
"141",395,0,3.25095896446146,0.288136552902921
"142",399,0,3.15398350660689,0.895346994298774
"143",264,0,6.29097584239207,0.393595478803169
"144",131,0,7.75730467168614,0.852017435841083
"145",121,0,3.69858152349479,0.0986095520655108
"146",318,0,2.84204203519039,0.0615948615073993
"147",162,0,6.9873607060872,0.16648876382837
"148",476,0,9.68347958102822,0.322026068684244
"149",93,0,2.18253357568756,0.174223593189325
"150",332,0,2.16202882025391,0.408349968679667
"151",455,0,5.65108108287677,0.685479340156266
"152",100,0,6.8958591229748,0.679680849622328
"153",372,0,4.09208972495981,0.224709823749007
"154",330,0,6.4783836111892,0.403718510040372
"155",392,0,9.10630472260527,0.318628099723391
"156",440,0,4.50886744470336,0.95299948398611
"157",461,0,5.33220234909095,0.656604867506046
"158",114,0,6.94638327858411,0.157766252189311
"159",379,0,8.95109172491357,0.116460327395571
"160",213,0,7.81176416040398,0.657948878752837
"161",96,0,5.38586017116904,0.710374948575681
"162",182,0,3.44747676188126,0.96119631712504
"163",302,0,5.82119756517932,0.800786932112645
"164",425,0,5.84434860013425,0.410699092304806
"165",419,0,8.18028776533902,0.322706054867819
"166",317,0,4.79811491607688,0.681831546631001
"167",144,0,3.46315268543549,0.866631996093506
"168",260,0,9.81384493131191,0.519123953617824
"169",184,0,1.6304546489846,0.329873689029969
"170",139,0,2.97539944155142,0.522259119072719
"171",335,0,6.33769372827373,0.956735724539714
"172",94,0,6.32707872171886,0.19230311657855
"173",172,0,4.89187576528639,0.611978236273888
"174",409,0,9.78853942686692,0.835683152029001
"175",69,0,5.06301868730225,0.883657431232342
"176",125,0,8.07999614719301,0.311341095792185
"177",258,0,4.66969266464002,0.00264750707184802
"178",474,0,2.95941919088364,0.431668322850595
"179",211,0,7.96440623234957,0.432962606865694
"180",149,0,8.3911356292665,0.452377741361702
"181",96,0,7.50880452245474,0.310326885666748
"182",101,0,5.01418386795558,0.285740272162817
"183",354,0,3.14332965784706,0.689688339918553
"184",301,0,10.5515639914665,0.293346322582602
"185",329,0,10.1449991336558,0.189822998899572
"186",179,0,7.31195448408835,0.933278716367997
"187",262,0,7.41421389044262,0.468132478569044
"188",161,0,2.21460282802582,0.557215505954278
"189",226,0,11.4540047752671,0.193789492205189
"190",285,0,1.53994770650752,0.670556195627388
"191",156,0,1.53699894389138,0.801215606002575
"192",287,0,2.24535839888267,0.0715223815550829
"193",416,0,9.85146403964609,0.160434995872306
"194",120,0,3.21676036738791,0.548568275661993
"195",225,0,9.27418723516166,0.454304084563662
"196",243,0,8.3203627448529,0.976767194566902
"197",342,0,9.84010634943843,0.648732795171423
"198",69,0,7.8383573635947,0.551626887900315
"199",164,0,11.496331035858,0.0968004619153535
"200",156,0,1.16068610921502,0.299728459451303
"201",302,0,11.8368809719104,0.247088233501185
"202",237,0,2.72895818273537,0.425075867566166
"203",339,0,9.41478203586303,0.412973679536623
"204",126,0,10.2359057543799,0.315583932628205
"205",386,0,5.7862024186179,0.126523368874382
"206",279,0,9.52999705402181,0.457233976824304
"207",291,0,6.51264387532137,0.991250220963389
"208",207,0,9.82966102333739,0.799477310514264
"209",422,0,7.17642988963053,0.134010688460991
"210",82,0,6.39002001518384,0.654041605474197
"211",462,0,1.14573169639334,0.312201275877205
"212",195,0,1.39679200691171,0.0736178996792668
"213",453,0,11.4368559955619,0.854199139878492
"214",417,0,5.34451323305257,0.85957970273018
"215",239,0,4.73647113563493,0.0466024780253554
"216",346,0,7.63412701175548,0.519168020555424
"217",174,0,9.4892309946008,0.601864885226529
"218",69,0,7.62229314469732,0.395013953949189
"219",122,0,5.55711454362608,0.706088778779848
"220",475,0,8.96274517779239,0.23924977813713
"221",79,0,6.5534284261521,0.814016446262397
"222",63,0,6.14822632889263,0.213763078684512
"223",171,0,11.0240509093273,0.989306271291625
"224",85,0,9.81792278657667,0.845957946769408
"225",266,0,3.37940453761257,0.641262898920918
"226",95,0,7.52358620194718,0.856567105506206
"227",93,0,8.95067270239815,0.794215749696292
"228",65,0,4.55906212027185,0.785105865594995
"229",79,0,3.21921446686611,0.859656803670754
"230",311,0,9.38857450406067,0.150625144337392
"231",175,0,11.2535096472129,0.595869083909228
"232",147,0,3.12857099017128,0.0379794145748812
"233",429,0,3.85260050371289,0.83482220057339
"234",387,0,7.02504350733943,0.179892013227303
"235",393,0,4.82651779823937,0.237771743677045
"236",436,0,1.88465899601579,0.520989088189135
"237",459,0,6.8248191580642,0.800944991738072
"238",183,0,8.24011221900582,0.766645486643461
"239",336,0,1.60085290623829,0.50961551681173
"240",306,0,5.00267653819174,0.575809393084971
"241",478,0,1.82748026354238,0.844599022883071
"242",387,0,5.46277065156028,0.306296737354273
"243",99,0,10.3416703508701,0.935639251321952
"244",212,0,6.37125550373457,0.846682290825422
"245",382,0,2.29203914059326,0.92054228720693
"246",374,0,3.63690225337632,0.115863694984512
"247",459,0,3.05483215022832,0.866599702629588
"248",106,0,2.8209883000236,0.515561307350937
"249",264,0,6.98670519073494,0.153100610482554
"250",410,0,4.86449658242054,0.641899133944944
"251",496,0,2.2445098455064,0.903735219180261
"252",93,0,5.1454216747079,0.0709668300950133
"253",464,0,9.36030144081451,0.585559503272966
"254",393,0,6.06895221094601,0.586521315831619
"255",420,0,9.97184882313013,0.967603741950504
"256",417,0,1.43412847584113,0.150109954057617
"257",498,0,10.7032540887594,0.743736934036707
"258",145,0,5.66930685658008,0.771213486755794
"259",393,0,6.32800172222778,0.728162481699774
"260",159,0,11.4524189268705,0.329448872783425
"261",187,0,7.23418700881302,0.700599890200768
"262",435,0,6.80514534562826,0.733088826124575
"263",350,0,10.4492847542278,0.772328963407235
"264",168,0,10.860673623858,0.447656230352507
"265",216,0,2.28999757627025,0.697362801334699
"266",155,0,2.20732501638122,0.587819523461762
"267",490,0,3.54859491274692,0.201290502029214
"268",262,0,2.98164824210107,0.674320302273114
"269",413,0,1.78375562466681,0.529834035038526
"270",190,0,5.6344091151841,0.6982382751602
"271",114,0,2.93656621593982,0.512992025039464
"272",198,0,6.87462587771006,0.876889962580074
"273",64,0,2.40833891555667,0.853926132468721
"274",346,0,4.62104433448985,0.860903010169723
"275",240,0,1.89988335268572,0.0194686987863744
"276",416,0,4.00388786988333,0.0627778865655021
"277",433,0,11.1024657683447,0.859237155483747
"278",426,0,11.9254257862922,0.346343891965888
"279",245,0,10.3661940733436,0.554302361633057
"280",436,0,3.25400473782793,0.0042272414939438
"281",492,0,10.3172566113062,0.0407062911584353
"282",473,0,8.53679287852719,0.575161227964696
"283",289,0,8.53301162342541,0.344632042937283
"284",328,0,1.83029347285628,0.93901417008054
"285",329,0,4.97800230793655,0.868441200688712
"286",451,0,7.35340645443648,0.993172961683326
"287",491,0,1.921518845018,0.369019424617504
"288",460,0,6.68712614360265,0.934141991645159
"289",497,0,9.71423847880214,0.512323929980269
"290",486,0,5.03824925958179,0.674151093582683
"291",407,0,9.7512655085884,0.65805914468507
"292",83,0,3.62194823240861,0.75588378360579
"293",488,0,10.6845443446655,0.985455315690936
"294",59,0,4.75993211683817,0.801030388492255
"295",144,0,11.1648297046777,0.237513879529601
"296",358,0,3.50018190243281,0.445253997967876
"297",170,0,7.5949502454605,0.688279824320885
"298",194,0,3.02843740954995,0.713150128177323
"299",273,0,4.66270848992281,0.733419925886564
"300",76,0,11.5521256376524,0.156094180086116
"301",74,0,10.6696975354571,0.814772186315804
"302",308,0,4.08875788026489,0.261229828751658
"303",299,0,1.5789843632374,0.552359480028251
"304",487,0,8.45095391059294,0.954570833686067
"305",170,0,9.10947857075371,0.716669155899982
"306",281,0,5.2251168359071,0.444681482447241
"307",293,0,2.97539518494159,0.0437701971117862
"308",272,0,5.13937429990619,0.568014487455205
"309",362,0,3.03609742224216,0.820609226902624
"310",194,0,2.84228339162655,0.577096251019174
"311",459,0,3.26653427886777,0.282564147323938
"312",470,0,1.76978922169656,0.48738961253193
"313",70,0,9.43955351761542,0.10761158815043
"314",134,0,2.29547994374298,0.602240839653447
"315",261,0,9.80939546530135,0.143537799022048
"316",282,0,3.54662168724462,0.300055900766429
"317",421,0,9.76617301418446,0.927931511705187
"318",113,0,10.7419933308847,0.774911423043103
"319",318,0,4.40640701469965,0.667044086714321
"320",234,0,2.10901114158332,0.362750011298484
"321",280,0,8.10382386529818,0.430105704836588
"322",160,0,5.52373182494193,0.62871563871395
"323",215,0,4.36686336807907,0.51092377627928
"324",100,0,3.7711956682615,0.777777489428132
"325",134,0,1.62607081723399,0.0509339388830161
"326",198,0,6.76103307353333,0.89201027814845
"327",256,0,7.48775635519996,0.739692244818842
"328",258,0,1.27830186556093,0.642664946928041
"329",64,0,2.62460466776974,0.0650218845901663
"330",238,0,6.93409876921214,0.317567270423353
"331",64,0,2.68898996617645,0.997150779475603
"332",147,0,10.5393812847324,0.198792267836269
"333",426,0,4.23231631354429,0.530366047555383
"334",364,0,9.90050052548759,0.28226564430964
"335",146,0,9.14800476981327,0.691555886140182
"336",145,0,7.39268983574584,0.599302259121202
"337",164,0,2.36878673010506,0.86135790117453
"338",266,0,9.85576800489798,0.162726960126558
"339",375,0,7.3359248728957,0.756976869294699
"340",134,0,6.06250933511183,0.690813453790998
"341",303,0,5.7025608192198,0.539162544392128
"342",380,0,8.50108017050661,0.917164159438168
"343",80,0,7.29530254960991,0.107382393801235
"344",467,0,4.15292078233324,0.935535563983857
"345",469,0,9.62173566012643,0.50944993965254
"346",251,0,11.8653679566924,0.80403503882025
"347",386,0,11.4202886605635,0.525552231145666
"348",335,0,8.58590311231092,0.362259532213815
"349",253,0,9.9697945965454,0.574051003913491
"350",292,0,4.9248391489964,0.619624395367227
"351",214,0,7.7180244687479,0.624142713907752
"352",436,0,11.7777393711731,0.220162478707138
"353",347,0,7.45713169430383,0.74271901875617
"354",88,0,1.05930024012923,0.673414139965691
"355",362,0,4.77048683934845,0.230602929322618
"356",443,0,7.28728649788536,0.278976171788575
"357",335,0,8.20743329054676,0.676311535421669
"358",346,0,4.15989109617658,0.546662372552471
"359",167,0,10.8734028183389,0.971381899850377
"360",270,0,5.42355225142092,0.586663907850278
"361",332,0,9.39807985187508,0.337783972632815
"362",415,0,4.35470302519388,0.994761373723098
"363",470,0,8.60347186983563,0.467393572213443
"364",474,0,9.39840762107633,0.51377182313077
"365",221,0,6.99789208639413,0.499965945435478
"366",135,0,11.2940631066449,0.236927604897605
"367",313,0,1.89668754278682,0.164359207923851
"368",102,0,11.4424390413333,0.295282183748221
"369",226,0,9.1502608677838,0.0909887891843425
"370",360,0,6.28788098483346,0.775601494515385
"371",69,0,5.99528013216332,0.214395133132271
"372",233,0,8.92092640395276,0.273577896968899
"373",341,0,3.55350659484975,0.724582054105728
"374",222,0,11.387936161831,0.518732303135269
"375",224,0,9.96893453598022,0.128883060157588
"376",256,0,7.82893631048501,0.916299015401491
"377",363,0,3.52365308976732,0.579944863135259
"378",54,0,4.25228360667825,0.314498178009233
"379",279,0,9.47884857258759,0.0178316206266624
"380",386,0,11.5186643637717,0.307243802482585
"381",485,0,5.29836721834727,0.473219318637633
"382",68,0,1.06065573729575,0.120444678770219
"383",66,0,3.82369719073176,0.0863236125873215
"384",426,0,10.2209351244383,0.455311458701788
"385",410,0,3.24337139865384,0.926452738781722
"386",142,0,2.83679889328778,0.415094132824805
"387",390,0,1.03799693495966,0.33548769423603
"388",131,0,4.57792815775611,0.348726822721768
"389",393,0,7.33839103276841,0.663107477913769
"390",257,0,4.70577612798661,0.20134197941655
"391",392,0,5.99672407819889,0.0996423174559685
"392",334,0,5.20221705874428,0.297411259851741
"393",182,0,6.34410957130603,0.448989358112863
"394",382,0,3.52217075997032,0.68987945853565
"395",317,0,8.24354652967304,0.764727307695677
"396",470,0,10.6151924892329,0.204159449261469
"397",339,0,8.90684654004872,0.762823692987426
"398",418,0,3.01184888370335,0.994167728124652
"399",121,0,9.22324607009068,0.26006735842849
"400",332,0,4.4919690315146,0.466957093987951
"401",464,0,11.37967215362,0.544514937124264
"402",485,0,7.63686025212519,0.367799947037475
"403",320,0,5.78480987460352,0.902733361024544
"404",191,0,4.46269051451236,0.880383470106563
"405",250,0,7.51684110169299,0.59566846644037
"406",377,0,9.78262581513263,0.410232828735565
"407",176,0,6.5624890581239,0.866864789586942
"408",115,0,7.08241322380491,0.325881641525752
"409",387,0,5.77795624360442,0.369295485040481
"410",133,0,9.35196660691872,0.897444786125106
"411",425,0,7.50160110159777,0.0585702505164408
"412",364,0,11.4676958688069,0.240369114101117
"413",230,0,6.90781207266264,0.4948213575671
"414",121,0,9.35124325216748,0.188248434745809
"415",195,0,2.75053637474775,0.966336462275437
"416",113,0,10.8094429171178,0.679701494746539
"417",205,0,7.24332327884622,0.115214770953056
"418",135,0,7.43575187260285,0.22651260369946
"419",422,0,8.67488905438222,0.920442868732134
"420",105,0,2.9825226936955,0.546749454706298
"421",297,0,11.8595361707266,0.763748579823443
"422",139,0,11.214134986978,0.743475691771107
"423",230,0,6.64503996144049,0.564609797157781
"424",271,0,10.5797442826442,0.326764333860668
"425",278,0,6.78824349027127,0.237422141234587
"426",479,0,3.66720130154863,0.460376172081904
"427",115,0,1.28064790298231,0.7970310417081
"428",459,0,4.14419503440149,0.612848169448035
"429",167,0,4.32014050334692,0.214912844083983
"430",381,0,5.03943070955575,0.404088252294787
"431",261,0,5.05568712507375,0.852235111131004
"432",83,0,5.32234221720137,0.150945409442427
"433",262,0,5.6370066255331,0.2501585130232
"434",388,0,6.39192109601572,0.509261169451629
"435",236,0,10.1357154240832,0.42119688498386
"436",76,0,7.11992295365781,0.408458654036629
"437",493,0,8.33173102792352,0.51544949307184
"438",323,0,2.56094474741258,0.430124706205972
"439",157,0,10.3770052220207,0.0511762155596881
"440",199,0,7.78132036444731,0.413045664292842
"441",409,0,8.43657471379265,0.283128130158935
"442",458,0,5.05129611445591,0.482261059927072
"443",300,0,4.7366859074682,0.731134971522548
"444",163,0,8.85003234702162,0.583738832645297
"445",358,0,5.25145170744509,0.461379740926776
"446",131,0,2.48396592051722,0.103442037949495
"447",441,0,11.4596150254365,0.452818530545075
"448",154,0,1.96784291253425,0.307026744693741
"449",250,0,8.64549958379939,0.879798594493643
"450",135,0,7.16920059360564,0.430831298695821
"451",224,0,3.62579011474736,0.745597825098331
"452",209,0,8.64540505735204,0.392154571306021
"453",81,0,3.0752665179316,0.963097220928632
"454",430,0,11.7168640727177,0.984378229252437
"455",476,0,7.70670888875611,0.106351626791961
"456",183,0,9.66910158540122,0.166947674305951
"457",424,0,9.94037997559644,0.46359091903936
"458",372,0,2.9522192531731,0.358609232524929
"459",478,0,5.5449280438479,0.274676821662256
"460",120,0,5.91587899206206,0.993874336649521
"461",134,0,5.55290152947418,0.505440852232978
"462",466,0,4.82706185034476,0.246701348194454
"463",152,0,10.5529106860049,0.370624570898964
"464",306,0,8.88464996917173,0.625606342230245
"465",160,0,5.39999434910715,0.188428606731915
"466",380,0,6.81257844157517,0.636208274733661
"467",403,0,5.9821050693281,0.79978654949067
"468",113,0,8.82892254856415,0.789138415469922
"469",79,0,10.3154425835237,0.302438187795968
"470",257,0,3.16824487829581,0.334513748211207
"471",153,0,2.75029813521542,0.971358719702517
"472",99,0,1.73458802141249,0.454533082603008
"473",425,0,3.66466834722087,0.354887936099866
"474",255,0,8.09673069627024,0.152894774705926
"475",393,0,11.017720541684,0.39472238914889
"476",305,0,4.01182670588605,0.529452525034721
"477",174,0,7.11208119499497,0.643062012144692
"478",138,0,9.64189538685605,0.268609920412016
"479",437,0,10.8532509671059,0.887022783849419
"480",171,0,10.063828245271,0.563297743870294
"481",369,0,5.89661963819526,0.997896461275521
"482",361,0,10.2553805024363,0.144799147618175
"483",269,0,8.38344110012986,0.263552099410231
"484",190,0,6.63129644142464,0.305998260433836
"485",410,0,10.2616618191823,0.451074175444812
"486",148,0,5.44074339489453,0.393345637398341
"487",237,0,8.98364128777757,0.559557036241449
"488",108,0,7.20972566283308,0.272535834134331
"489",69,0,3.95805553300306,0.204337389663941
"490",457,0,6.24735856382176,0.437219039243082
"491",360,0,9.38243977655657,0.4097469531329
"492",468,0,7.47080953395925,0.750077247008886
"493",112,0,9.08825190248899,0.984055095415612
"494",316,0,3.43301049154252,0.505994169710435
"495",467,0,1.3193682464771,0.467024053265605
"496",244,0,4.42794318613596,0.210088893247844
"497",215,0,5.96237330348231,0.839071371812178
"498",297,0,9.47726035001688,0.792713052682633
"499",132,0,9.58892796025611,0.329579695223321
"500",464,0,10.1307106497698,0.892915947557694
"501",197,0,11.0400571734644,0.197785315349175
"502",367,0,6.04073572834022,0.538909100633815
"503",62,0,6.78635373734869,0.780228633368399
"504",252,0,6.97456905827858,0.479391873250285
"505",226,0,4.95889722928405,0.232532608990098
"506",315,0,1.61306031770073,0.0417035705976451
"507",161,0,11.6407175282948,0.386107984319189
"508",119,0,6.57637732336298,0.255067617071222
"509",277,0,11.8958911427762,0.698005228450206
"510",490,0,2.03256682655774,0.26794141607834
"511",366,0,4.160717605846,0.819499440859878
"512",181,0,7.51242612139322,0.273495068223053
"513",62,0,8.21585581777617,0.851976854070096
"514",321,0,1.00099760387093,0.494709703912867
"515",67,0,10.6430785467383,0.6121823968258
"516",265,0,7.39221008867025,0.857738851247129
"517",158,0,11.9919368079863,0.475525846318159
"518",391,0,11.5218594821636,0.702257414927188
"519",53,0,5.63141195988283,0.85781583100663
"520",364,0,7.15073470305651,0.0383187466135527
"521",210,0,2.7156928346958,0.830716192426241
"522",404,0,9.60337897902355,0.803070898015667
"523",281,0,7.48248536349274,0.287197587283184
"524",254,0,5.21041246689856,0.0545206930376622
"525",241,0,3.28451691870578,0.495502391893936
"526",493,0,8.11682943464257,0.562148371807183
"527",272,0,2.97924193600193,0.695280869235682
"528",347,0,9.48759394651279,0.073263428969131
"529",489,0,5.39287577872165,0.335191053450818
"530",435,0,9.6313222318422,0.562765651697817
"531",56,0,8.97068442869931,0.747043753744323
"532",372,0,5.76737355347723,0.516961701278021
"533",411,0,9.20348808844574,0.28416517983055
"534",70,0,1.47498069191352,0.566170606259064
"535",223,0,9.68922475446016,0.214855656482814
"536",301,0,7.79296248941682,0.00168126296912658
"537",457,0,7.05772336036898,0.56060780857701
"538",464,0,5.12133304076269,0.400271757652889
"539",446,0,1.93218737933785,0.610954335253281
"540",259,0,1.04553361353464,0.339033939884873
"541",467,0,9.82952756248415,0.931322930860593
"542",94,0,8.75755550083704,0.793099762970629
"543",356,0,2.97304548253305,0.210035586148098
"544",63,0,9.86412754608318,0.907295233081512
"545",440,0,1.40150973666459,0.676054326056278
"546",154,0,10.0298607600853,0.828376238093753
"547",414,0,8.76485031074844,0.0593412262363962
"548",54,0,6.06709687714465,0.950744518132215
"549",389,0,1.07094470853917,0.0850375392575324
"550",237,0,7.82541855541058,0.255899484217665
"551",498,0,9.45539552066475,0.942514681570905
"552",149,0,7.00741828698665,0.846492469704888
"553",483,0,4.93442516238429,0.628456363894313
"554",437,0,8.80917594605125,0.966076832648485
"555",242,0,5.4844024174381,0.808090841493816
"556",418,0,6.31913298601285,0.00825406851497442
"557",151,0,6.89071103511378,0.904981149864787
"558",465,0,3.23701416980475,0.551733947060893
"559",88,0,8.33965285029262,0.0633178287347344
"560",242,0,1.22898836713284,0.273252490801008
"561",309,0,10.2318332365248,0.0616074770586016
"562",406,0,9.54295041970909,0.93506901964412
"563",325,0,7.25634573120624,0.980755642503231
"564",81,0,7.52662194590084,0.271075199789142
"565",83,0,1.93051221640781,0.153769893433447
"566",331,0,6.72268035565503,0.857413431877616
"567",429,0,10.1279231850058,0.991607796875749
"568",89,0,3.57081559160724,0.540307145275418
"569",218,0,10.2005066652782,0.81104469071629
"570",363,0,3.34818496298976,0.501528976307634
"571",400,0,10.1237571574748,0.229054281408373
"572",121,0,10.9503143385518,0.130257902954489
"573",454,0,5.03768256190233,0.15711708694532
"574",262,0,2.59563056752086,0.052917164878315
"575",154,0,7.50486405170523,0.276078653795174
"576",385,0,1.76915868511423,0.406806677583773
"577",445,0,6.43047212786041,0.2985189809482
"578",325,0,7.60438853758387,0.471739146726698
"579",404,0,4.83789629000239,0.364788194925035
"580",135,0,2.14277793094516,0.780243518089746
"581",80,0,8.3787258239463,0.674712439218596
"582",207,0,3.78186458162963,0.121178142947423
"583",266,0,10.3422114090063,0.464942231266711
"584",170,0,5.87975083431229,0.337877417400896
"585",466,0,1.83094709296711,0.678603035567151
"586",126,0,1.21167493704706,0.980477447641597
"587",431,0,7.32818066794425,0.909388917798812
"588",214,0,1.99269273434766,0.454472118186361
"589",228,0,6.16841580835171,0.363784309637541
"590",300,0,10.4530148531776,0.535355020389122
"591",431,0,9.64591886661947,0.505067396180465
"592",52,0,11.32555828779,0.281811882767389
"593",409,0,6.95510617340915,0.968973624867199
"594",369,0,1.43015106581151,0.0948818762675864
"595",161,0,1.99760800716467,0.400764268774297
"596",390,0,1.26940851937979,0.812217739557097
"597",287,0,1.13943213154562,0.691002129712087
"598",114,0,11.4874286667909,0.00530516657232976
"599",105,0,2.5268792679999,0.990727266765485
"600",381,0,3.83495093462989,0.625611662493749
"601",288,0,8.40268775844015,0.154470990384892
"602",261,0,6.13959497935139,0.126075310518531
"603",441,0,10.2044564380776,0.823906660490709
"604",78,0,6.21187667315826,0.179128366234011
"605",56,0,10.3799089342356,0.339859617730639
